"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US01019","Cherokee County, Alabama","10477","416","9285","478","6383","461","362","156","8653","472","2163","323","5262","405","156","77","153","77","11","17","1192","249","8442","466","36","40","8406","466","7701","478","2146","354","4966","430","1568","274","2035","345","1835","277","13","33","1169","251","653","186","5358","421","21","20","4167","418","1170","308","3284","308","2","5","3070","291","212","96","(X)","(X)","88.6","2.4","60.9","3.6","3.5","1.5","82.6","2.9","20.6","2.8","50.2","3.6","1.5","0.7","1.5","0.7","0.1","0.2","11.4","2.4","80.6","3.2","0.3","0.4","80.2","3.3","73.5","3.3","20.5","3.2","47.4","3.9","15.0","2.6","19.4","3.2","(X)","(X)","0.7","1.8","63.7","9.4","35.6","8.9","(X)","(X)","0.4","0.4","77.8","5.4","21.8","5.4","(X)","(X)","0.1","0.2","93.5","2.8","6.5","2.8",
"0500000US01021","Chilton County, Alabama","17554","415","15524","486","11006","598","460","126","14829","452","3296","413","8691","564","139","74","122","70","0","28","2030","363","14464","526","47","40","14417","517","13432","584","4284","581","9112","603","1367","303","3090","439","2540","458","0","28","1656","385","884","248","7953","611","20","24","6345","531","1588","343","7061","512","27","32","6416","503","618","237","(X)","(X)","88.4","2.0","62.7","3.1","2.6","0.7","84.5","1.9","18.8","2.3","49.5","3.1","0.8","0.4","0.7","0.4","0.0","0.2","11.6","2.0","82.4","2.4","0.3","0.2","82.1","2.4","76.5","2.9","24.4","3.3","51.9","3.3","7.8","1.7","17.6","2.4","(X)","(X)","0.0","1.6","65.2","8.3","34.8","8.3","(X)","(X)","0.3","0.3","79.8","3.8","20.0","3.8","(X)","(X)","0.4","0.4","90.9","3.2","8.8","3.3",
"0500000US01023","Choctaw County, Alabama","5174","261","4341","271","2704","276","162","70","4043","264","1207","242","2131","249","63","37","120","71","0","21","833","165","3723","264","11","12","3712","264","3378","280","1116","212","2027","221","704","151","1451","255","1096","194","0","21","582","139","514","161","2407","251","0","21","1689","224","718","190","1671","162","11","12","1441","177","219","94","(X)","(X)","83.9","3.1","52.3","4.9","3.1","1.3","78.1","3.2","23.3","4.3","41.2","4.5","1.2","0.7","2.3","1.4","0.0","0.8","16.1","3.1","72.0","4.4","0.2","0.2","71.7","4.4","65.3","4.7","21.6","3.9","39.2","4.3","13.6","2.9","28.0","4.4","(X)","(X)","0.0","3.6","53.1","10.7","46.9","10.7","(X)","(X)","0.0","1.6","70.2","6.8","29.8","6.8","(X)","(X)","0.7","0.7","86.2","5.5","13.1","5.6",
"0500000US01025","Clarke County, Alabama","8452","367","7115","381","4853","359","414","146","6500","373","1584","306","3648","354","125","54","99","76","0","25","1337","278","6014","384","14","18","6000","383","5337","368","1551","255","3242","320","1589","221","2438","339","1786","302","9","16","836","209","941","224","3759","323","5","9","2703","329","1051","195","2907","283","0","25","2461","285","446","148","(X)","(X)","84.2","3.1","57.4","3.8","4.9","1.7","76.9","3.5","18.7","3.5","43.2","4.1","1.5","0.6","1.2","0.9","0.0","0.5","15.8","3.1","71.2","3.7","0.2","0.2","71.0","3.7","63.1","3.7","18.4","3.0","38.4","3.6","18.8","2.5","28.8","3.7","(X)","(X)","0.5","0.9","46.8","8.8","52.7","8.8","(X)","(X)","0.1","0.2","71.9","5.1","28.0","5.1","(X)","(X)","0.0","1.4","84.7","4.9","15.3","4.9",
"0500000US01027","Clay County, Alabama","5765","262","5011","274","3209","313","163","88","4684","289","1130","222","2984","290","50","35","63","47","0","21","754","169","4501","323","18","17","4483","324","3598","327","1019","199","2897","288","692","167","1264","223","1034","233","2","3","525","168","507","145","2914","310","10","15","2259","296","645","170","1817","224","6","9","1699","223","112","86","(X)","(X)","86.9","2.9","55.7","4.7","2.8","1.5","81.2","3.2","19.6","3.9","51.8","4.0","0.9","0.6","1.1","0.8","0.0","0.7","13.1","2.9","78.1","3.9","0.3","0.3","77.8","3.9","62.4","4.8","17.7","3.4","50.3","4.1","12.0","2.8","21.9","3.9","(X)","(X)","0.2","0.3","50.8","10.1","49.0","10.0","(X)","(X)","0.3","0.5","77.5","5.6","22.1","5.5","(X)","(X)","0.3","0.5","93.5","4.7","6.2","4.6",
"0500000US01029","Cleburne County, Alabama","5849","215","5201","274","3307","287","47","43","5066","290","1462","273","2696","262","80","65","136","95","0","21","648","182","4396","310","0","21","4396","310","3910","334","1842","256","2223","280","481","153","1453","232","926","217","0","21","445","160","481","151","2730","317","0","21","1971","295","759","200","2193","218","0","21","1980","221","213","96","(X)","(X)","88.9","3.1","56.5","4.4","0.8","0.7","86.6","3.4","25.0","4.4","46.1","4.3","1.4","1.1","2.3","1.6","0.0","0.7","11.1","3.1","75.2","4.0","0.0","0.7","75.2","4.0","66.8","4.9","31.5","4.1","38.0","4.3","8.2","2.6","24.8","4.0","(X)","(X)","0.0","4.2","48.1","12.3","51.9","12.3","(X)","(X)","0.0","1.5","72.2","6.7","27.8","6.7","(X)","(X)","0.0","1.8","90.3","4.3","9.7","4.3",
"0500000US01031","Coffee County, Alabama","20860","435","19296","445","14776","536","546","164","18242","460","2789","327","12246","491","187","90","428","134","0","31","1564","250","18152","434","29","52","18123","434","16613","500","3163","310","13852","432","1783","270","2708","336","3435","361","8","11","2516","352","911","193","8333","528","7","7","7075","474","1251","198","9092","467","14","48","8532","479","546","176","(X)","(X)","92.5","1.2","70.8","2.3","2.6","0.8","87.4","1.3","13.4","1.5","58.7","2.3","0.9","0.4","2.1","0.6","0.0","0.2","7.5","1.2","87.0","1.5","0.1","0.2","86.9","1.6","79.6","1.8","15.2","1.5","66.4","1.9","8.5","1.2","13.0","1.5","(X)","(X)","0.2","0.3","73.2","5.5","26.5","5.5","(X)","(X)","0.1","0.1","84.9","2.1","15.0","2.1","(X)","(X)","0.2","0.5","93.8","2.1","6.0","1.9",
"0500000US01033","Colbert County, Alabama","24217","489","21337","667","15068","764","443","138","20340","695","4414","621","12281","776","312","181","338","145","0","31","2880","463","19162","698","64","51","19098","697","17396","788","4102","563","13739","738","1911","359","5055","489","3995","537","36","45","2429","463","1530","300","11193","710","19","23","8444","754","2730","418","9029","633","9","15","8225","631","795","252","(X)","(X)","88.1","1.9","62.2","2.9","1.8","0.6","84.0","2.1","18.2","2.5","50.7","3.0","1.3","0.8","1.4","0.6","0.0","0.2","11.9","1.9","79.1","2.1","0.3","0.2","78.9","2.1","71.8","2.6","16.9","2.3","56.7","2.7","7.9","1.5","20.9","2.1","(X)","(X)","0.9","1.1","60.8","6.8","38.3","6.7","(X)","(X)","0.2","0.2","75.4","3.8","24.4","3.8","(X)","(X)","0.1","0.2","91.1","2.8","8.8","2.7",
"0500000US01035","Conecuh County, Alabama","4528","265","3486","263","2167","314","67","59","3211","261","1027","243","1605","276","68","62","379","166","9","15","1042","202","3096","262","14","15","3082","264","2839","280","1546","282","1053","210","574","163","1432","231","1047","211","7","10","611","161","429","161","2270","282","6","10","1535","216","729","185","1211","188","1","4","936","191","274","122","(X)","(X)","77.0","4.1","47.9","6.2","1.5","1.3","70.9","4.3","22.7","5.4","35.4","5.7","1.5","1.4","8.4","3.5","0.2","0.3","23.0","4.1","68.4","4.6","0.3","0.3","68.1","4.6","62.7","5.1","34.1","5.7","23.3","4.7","12.7","3.6","31.6","4.6","(X)","(X)","0.7","1.0","58.4","11.9","41.0","11.8","(X)","(X)","0.3","0.5","67.6","6.4","32.1","6.4","(X)","(X)","0.1","0.4","77.3","9.5","22.6","9.6",
"0500000US01037","Coosa County, Alabama","4201","203","3770","247","2635","270","180","107","3456","259","793","193","2163","269","28","38","30","26","0","21","431","164","3377","251","0","21","3377","251","2809","265","777","172","2040","259","674","170","824","185","535","141","0","21","336","110","199","92","2212","204","0","21","1722","216","490","136","1454","226","0","21","1319","213","135","68","(X)","(X)","89.7","3.9","62.7","5.8","4.3","2.5","82.3","4.3","18.9","4.3","51.5","5.9","0.7","0.9","0.7","0.6","0.0","0.9","10.3","3.9","80.4","4.3","0.0","0.9","80.4","4.3","66.9","5.1","18.5","4.0","48.6","5.3","16.0","4.1","19.6","4.3","(X)","(X)","0.0","7.2","62.8","13.4","37.2","13.4","(X)","(X)","0.0","1.8","77.8","6.0","22.2","6.0","(X)","(X)","0.0","2.7","90.7","4.4","9.3","4.4",
"0500000US01039","Covington County, Alabama","14495","307","12544","396","9488","398","586","143","11481","379","2016","264","6734","347","149","50","1479","250","0","28","1951","300","11507","450","71","45","11436","447","10361","453","3302","313","7223","381","1178","197","2988","403","3016","398","32","26","1699","275","1285","285","6538","465","26","31","5162","392","1350","235","4941","287","13","19","4575","301","353","111","(X)","(X)","86.5","2.0","65.5","2.5","4.0","1.0","79.2","2.1","13.9","1.8","46.5","2.1","1.0","0.3","10.2","1.7","0.0","0.3","13.5","2.0","79.4","2.7","0.5","0.3","78.9","2.7","71.5","2.8","22.8","2.1","49.8","2.5","8.1","1.4","20.6","2.7","(X)","(X)","1.1","0.9","56.3","6.6","42.6","6.7","(X)","(X)","0.4","0.5","79.0","3.0","20.6","3.1","(X)","(X)","0.3","0.4","92.6","2.2","7.1","2.2",
"0500000US01041","Crenshaw County, Alabama","5075","176","4288","172","2783","189","327","91","3727","180","1113","176","2131","174","138","58","75","65","0","21","787","156","3469","187","18","15","3451","184","3111","192","870","149","2274","189","425","113","1606","194","1169","197","6","8","468","101","695","171","2306","221","12","12","1642","202","652","141","1600","170","0","21","1341","160","259","92","(X)","(X)","84.5","2.9","54.8","3.7","6.4","1.8","73.4","3.2","21.9","3.2","42.0","3.7","2.7","1.1","1.5","1.3","0.0","0.8","15.5","2.9","68.4","3.4","0.4","0.3","68.0","3.4","61.3","3.5","17.1","2.9","44.8","3.7","8.4","2.2","31.6","3.4","(X)","(X)","0.5","0.7","40.0","8.0","59.5","8.0","(X)","(X)","0.5","0.5","71.2","5.5","28.3","5.5","(X)","(X)","0.0","2.5","83.8","5.3","16.2","5.3",
"0500000US01043","Cullman County, Alabama","34543","607","31583","654","23087","772","970","286","29699","722","5744","564","19107","765","407","153","372","122","40","47","2960","441","29619","715","32","31","29587","718","26916","786","6401","640","20521","694","3474","450","4924","540","4945","497","12","14","3487","452","1446","341","15634","724","17","28","13119","687","2498","380","13964","758","3","6","12981","740","980","279","(X)","(X)","91.4","1.2","66.8","2.0","2.8","0.8","86.0","1.7","16.6","1.6","55.3","2.0","1.2","0.4","1.1","0.4","0.1","0.1","8.6","1.2","85.7","1.5","0.1","0.1","85.7","1.5","77.9","1.7","18.5","1.8","59.4","1.9","10.1","1.3","14.3","1.5","(X)","(X)","0.2","0.3","70.5","6.1","29.2","6.1","(X)","(X)","0.1","0.2","83.9","2.3","16.0","2.3","(X)","(X)","0.0","0.1","93.0","1.9","7.0","1.9",
"0500000US01045","Dale County, Alabama","19769","356","18277","432","12867","497","447","128","17245","461","3653","471","10548","518","182","92","332","89","48","40","1492","277","16723","505","25","25","16698","504","15618","516","3763","393","11860","493","1930","275","3046","439","3614","380","6","10","2386","348","1222","263","9089","578","18","24","7596","532","1475","332","7066","450","1","3","6716","447","349","120","(X)","(X)","92.5","1.4","65.1","2.5","2.3","0.6","87.2","1.8","18.5","2.3","53.4","2.5","0.9","0.5","1.7","0.5","0.2","0.2","7.5","1.4","84.6","2.2","0.1","0.1","84.5","2.2","79.0","2.2","19.0","1.9","60.0","2.4","9.8","1.4","15.4","2.2","(X)","(X)","0.2","0.3","66.0","6.5","33.8","6.5","(X)","(X)","0.2","0.3","83.6","3.3","16.2","3.3","(X)","(X)","0.0","0.1","95.0","1.7","4.9","1.7",
"0500000US01047","Dallas County, Alabama","15416","426","13200","541","7889","512","586","160","12238","529","4079","540","6070","518","212","88","303","135","0","28","2216","324","12231","608","8","11","12223","608","11229","567","3554","476","6734","535","2232","355","3185","433","4473","499","8","11","3047","414","1418","334","7457","489","0","28","5943","503","1514","312","3486","357","0","28","3233","350","253","132","(X)","(X)","85.6","2.1","51.2","3.1","3.8","1.0","79.4","2.2","26.5","3.3","39.4","3.3","1.4","0.6","2.0","0.9","0.0","0.3","14.4","2.1","79.3","2.9","0.1","0.1","79.3","2.9","72.8","2.8","23.1","3.0","43.7","3.2","14.5","2.2","20.7","2.9","(X)","(X)","0.2","0.3","68.1","6.2","31.7","6.2","(X)","(X)","0.0","0.5","79.7","4.0","20.3","4.0","(X)","(X)","0.0","1.1","92.7","3.7","7.3","3.7",
"0500000US01049","DeKalb County, Alabama","25946","462","23499","593","16531","625","922","200","22022","557","5038","522","12880","590","155","64","454","152","34","38","2447","341","22154","591","26","27","22128","592","20862","633","5221","601","15482","709","1926","313","3792","372","4888","537","5","7","3295","425","1588","267","12583","665","21","26","10902","668","1660","262","8475","457","0","31","7931","450","544","133","(X)","(X)","90.6","1.3","63.7","2.2","3.6","0.8","84.9","1.4","19.4","1.9","49.6","2.0","0.6","0.2","1.7","0.6","0.1","0.1","9.4","1.3","85.4","1.5","0.1","0.1","85.3","1.4","80.4","1.7","20.1","2.2","59.7","2.5","7.4","1.2","14.6","1.5","(X)","(X)","0.1","0.1","67.4","4.3","32.5","4.3","(X)","(X)","0.2","0.2","86.6","2.1","13.2","2.1","(X)","(X)","0.0","0.5","93.6","1.5","6.4","1.5",
"0500000US01051","Elmore County, Alabama","32529","559","30909","619","24590","791","995","247","29291","621","3900","494","21264","788","238","110","372","117","12","19","1620","317","29374","698","76","80","29298","688","25950","818","3181","415","24757","723","1681","308","3155","484","3403","500","0","31","2728","473","675","203","12726","777","0","31","10913","699","1813","396","16400","745","76","80","15657","725","667","181","(X)","(X)","95.0","1.0","75.6","2.0","3.1","0.8","90.0","1.1","12.0","1.5","65.4","2.2","0.7","0.3","1.1","0.4","0.0","0.1","5.0","1.0","90.3","1.5","0.2","0.2","90.1","1.5","79.8","1.9","9.8","1.3","76.1","1.7","5.2","0.9","9.7","1.5","(X)","(X)","0.0","1.2","80.2","5.7","19.8","5.7","(X)","(X)","0.0","0.3","85.8","2.8","14.2","2.8","(X)","(X)","0.5","0.5","95.5","1.2","4.1","1.1",
"0500000US01053","Escambia County, Alabama","12781","438","10815","445","7175","476","393","140","10059","442","2805","407","4642","422","94","63","1518","306","0","28","1966","293","9642","460","6","11","9636","460","8529","470","3914","417","4346","429","1635","266","3139","418","2955","384","0","28","1644","315","1311","264","6259","489","6","11","4620","415","1633","348","3567","372","0","28","3372","364","195","93","(X)","(X)","84.6","2.2","56.1","3.3","3.1","1.1","78.7","2.5","21.9","3.1","36.3","3.0","0.7","0.5","11.9","2.4","0.0","0.3","15.4","2.2","75.4","3.0","0.0","0.1","75.4","3.0","66.7","3.2","30.6","3.2","34.0","3.1","12.8","2.2","24.6","3.0","(X)","(X)","0.0","1.3","55.6","7.2","44.4","7.2","(X)","(X)","0.1","0.2","73.8","4.7","26.1","4.8","(X)","(X)","0.0","1.1","94.5","2.5","5.5","2.5",
"0500000US01055","Etowah County, Alabama","39160","581","35780","651","25676","822","1132","270","33644","642","7261","570","22218","859","348","134","1402","352","0","31","3380","398","33315","681","44","50","33271","693","31202","720","6757","575","23696","879","3999","481","5845","554","7029","589","0","31","4849","475","2180","376","19166","706","44","50","16162","699","2960","347","12965","733","0","31","12260","732","705","197","(X)","(X)","91.4","1.0","65.6","1.9","2.9","0.7","85.9","1.1","18.5","1.4","56.7","2.1","0.9","0.3","3.6","0.9","0.0","0.1","8.6","1.0","85.1","1.4","0.1","0.1","85.0","1.4","79.7","1.6","17.3","1.4","60.5","2.1","10.2","1.3","14.9","1.4","(X)","(X)","0.0","0.6","69.0","4.4","31.0","4.4","(X)","(X)","0.2","0.3","84.3","1.8","15.4","1.7","(X)","(X)","0.0","0.3","94.6","1.5","5.4","1.5",
"0500000US01057","Fayette County, Alabama","6051","253","5146","254","3395","280","134","78","4850","263","1094","218","3066","252","55","44","217","116","0","21","905","163","4709","250","0","21","4709","250","4090","269","1064","196","3055","256","652","163","1342","208","1320","238","0","21","797","203","523","148","2535","278","0","21","1893","255","642","139","2196","229","0","21","2019","239","177","76","(X)","(X)","85.0","2.6","56.1","4.3","2.2","1.3","80.2","3.0","18.1","3.5","50.7","3.9","0.9","0.7","3.6","1.9","0.0","0.7","15.0","2.6","77.8","3.2","0.0","0.7","77.8","3.2","67.6","4.2","17.6","3.0","50.5","4.2","10.8","2.7","22.2","3.2","(X)","(X)","0.0","3.0","60.4","9.6","39.6","9.6","(X)","(X)","0.0","1.6","74.7","5.0","25.3","5.0","(X)","(X)","0.0","1.8","91.9","3.6","8.1","3.6",
"0500000US01059","Franklin County, Alabama","11593","368","9473","434","5807","475","326","111","8981","415","2815","448","4685","408","84","63","92","60","0","28","2120","381","7684","448","0","28","7684","448","6863","417","2687","405","4177","394","995","171","3909","462","1990","348","0","28","940","210","1050","250","5756","408","0","28","3601","427","2155","410","3847","360","0","28","3143","339","704","239","(X)","(X)","81.7","3.1","50.1","4.0","2.8","0.9","77.5","3.1","24.3","3.7","40.4","3.5","0.7","0.5","0.8","0.5","0.0","0.3","18.3","3.1","66.3","3.6","0.0","0.3","66.3","3.6","59.2","3.5","23.2","3.4","36.0","3.3","8.6","1.5","33.7","3.6","(X)","(X)","0.0","2.0","47.2","7.7","52.8","7.7","(X)","(X)","0.0","0.7","62.6","6.4","37.4","6.4","(X)","(X)","0.0","1.0","81.7","5.7","18.3","5.7",
